Series Name,Match Date,Team1,Team1Runs,Team1WicketsFell,Team1ExtrasRec,Team2,Team2Runs,Team2WicketsFell,Team2ExtrasRec,Venue,Country,TossWinner,TossWinnerChoice,Match Winner,Match Result Text,MOM Player,Team1 Playing 11,Team2 Playing 11,Debut Players
"Nidahas T20 Series Bangladesh, India, Sri Lanka in Sri Lanka - 2018 (2017/18)",18-03-2018,Bangladesh,166,8,6,India,168,6,4,Colombo,Sri Lanka,India,bowl,India,India won by 4 wickets (with 0 balls remaining),8813,"['48391', '66691', '58220', '61619', '47986', '47352', '48277', '70877', '52364', '54674', '62002']","['15887', '48405', '15716', '60530', '51454', '63509', '8813', '75311', '63477', '61325', '59261']",[]
WI in Pakistan  - 2018 (2018),01-04-2018,Pakistan,203,5,14,West Indies,60,9,3,Karachi,Pakistan,West Indies,bowl,Pakistan,Pakistan won by 143 runs,70856,"['65101', '56880', '70856', '48983', '8270', '64412', '72679', '56883', '84937', '51498', '72719']","['53429', '47602', '10238', '49030', '47111', '80425', '72509', '47134', '62138', '45772', '50885']","['64412', '70856', '72509', '50885']"
WI in Pakistan  - 2018 (2018),02-04-2018,Pakistan,205,3,8,West Indies,123,10,4,Karachi,Pakistan,Pakistan,bat,Pakistan,Pakistan won by 82 runs,56880,"['65101', '56880', '70856', '64412', '8270', '48983', '72679', '56883', '84937', '51498', '72719']","['53429', '47602', '10238', '49030', '47111', '80425', '72509', '47134', '62138', '80451', '45772']",['80451']
WI in Pakistan  - 2018 (2018),03-04-2018,West Indies,153,6,7,Pakistan,154,2,7,Karachi,Pakistan,West Indies,bat,Pakistan,Pakistan won by 8 wickets (with 19 balls remaining),65101,"['53429', '47602', '10238', '49037', '80425', '49030', '47111', '72509', '47134', '45772', '80451']","['65101', '56880', '70856', '64412', '8270', '48983', '72679', '56883', '84937', '95855', '74145']","['49037', '95855']"
ICC World XI v West Indies T20I Match  - 2018 (2018),31-05-2018,West Indies,199,4,8,ICC World XI,127,9,14,London,England,ICC World XI,bowl,West Indies,West Indies won by 72 runs,61413,"['7568', '61413', '47602', '10238', '47111', '51012', '62457', '72509', '53434', '45772', '62138']","['48391', '17850', '52241', '8813', '8270', '49193', '4169', '79159', '53716', '89165', '62490']",['89165']
AFG in INDIA  - 2018 (2018),03-06-2018,Afghanistan,167,8,8,Bangladesh,122,10,4,Dehra Dun,India,Bangladesh,bowl,Afghanistan,Afghanistan won by 45 runs,79159,"['60436', '74913', '53809', '65861', '46888', '53605', '57628', '79159', '79163', '90165', '53755']","['48391', '66691', '48277', '47986', '47352', '58220', '67276', '58219', '62002', '52364', '60029']",[]
AFG in INDIA  - 2018 (2018),05-06-2018,Bangladesh,134,8,8,Afghanistan,135,4,6,Dehra Dun,India,Bangladesh,bat,Afghanistan,Afghanistan won by 6 wickets (with 7 balls remaining),79159,"['66691', '48391', '58220', '47986', '47352', '48277', '61619', '67276', '67278', '62002', '52364']","['60436', '74913', '53605', '53809', '46888', '57628', '65861', '79159', '79163', '90165', '53755']",[]
AFG in INDIA  - 2018 (2018),07-06-2018,Afghanistan,145,6,17,Bangladesh,144,6,6,Dehra Dun,India,Afghanistan,bat,Afghanistan,Afghanistan won by 1 run,47986,"['60436', '74913', '53809', '53605', '46888', '65861', '57628', '79159', '79163', '90165', '61857']","['66691', '48391', '61619', '47986', '48277', '47352', '50468', '70877', '67278', '62002', '60029']",[]
"NL T20I Tri Series Ireland, Netherlands, Scotland - 2018 (2018)",12-06-2018,Netherlands,144,10,11,Ireland,140,8,6,Rotterdam,Netherlands,Ireland,bowl,Netherlands,Netherlands won by 4 runs,,"['60461', '71363', '63105', '66040', '93293', '48503', '66041', '101548', '73615', '97878', '56854']","['60195', '52631', '47403', '47401', '47397', '52639', '53129', '91741', '56811', '56835', '57785']","['93293', '93293', '97878', '97878', '66040', '66040', '101548', '101548', '73615', '73615', '91741']"
PAK in IRE/ENG/SCOT  - 2018 (2018),12-06-2018,Pakistan,204,4,8,Scotland,156,6,7,Edinburgh,Scotland,Pakistan,bat,Pakistan,Pakistan won by 48 runs,48983,"['65101', '49899', '70856', '48983', '8270', '64412', '72679', '84937', '56883', '51498', '72719']","['72409', '46048', '48469', '49112', '77237', '60198', '60303', '60201', '71959', '59616', '76927']","['77237', '77237', '76927', '76927']"
"NL T20I Tri Series Ireland, Netherlands, Scotland - 2018 (2018)",13-06-2018,Ireland,158,6,4,Netherlands,159,6,6,Rotterdam,Netherlands,Ireland,bat,Netherlands,Netherlands won by 4 wickets (with 6 balls remaining),,"['52631', '52639', '47403', '91741', '47401', '47397', '60195', '53129', '56811', '56835', '47056']","['60461', '71363', '63105', '93293', '47391', '48503', '66041', '101548', '97878', '56854', '73615']",[]
PAK in IRE/ENG/SCOT  - 2018 (2018),13-06-2018,Pakistan,166,6,12,Scotland,82,10,3,Edinburgh,Scotland,Pakistan,bat,Pakistan,Pakistan won by 84 runs,74145,"['65101', '49899', '70856', '48983', '8270', '64412', '84937', '72679', '56883', '72719', '74145']","['72409', '46048', '48469', '49112', '77237', '60198', '60303', '60201', '71959', '72419', '59616']",[]
"NL T20I Tri Series Ireland, Netherlands, Scotland - 2018 (2018)",16-06-2018,Ireland,205,5,9,Scotland,159,5,9,Deventer,Netherlands,Ireland,bat,Ireland,Ireland won by 46 runs,,"['52631', '52639', '52628', '91741', '47401', '47397', '60195', '53129', '56811', '56835', '65913']","['72409', '46048', '48469', '49112', '77237', '60198', '60303', '71959', '72419', '59616', '70837']","['65913', '70837', '70837']"
"NL T20I Tri Series Ireland, Netherlands, Scotland - 2018 (2018)",17-06-2018,Scotland,185,4,13,Ireland,185,6,12,Deventer,Netherlands,Scotland,bat,,Match tied,,"['72409', '46048', '49112', '60198', '60303', '48469', '77237', '60201', '72419', '70837', '76927']","['52631', '52639', '52628', '91741', '47401', '47397', '60195', '53129', '56811', '56835', '65913']",[]
"NL T20I Tri Series Ireland, Netherlands, Scotland - 2018 (2018)",19-06-2018,Netherlands,160,6,16,Scotland,161,3,1,Amstelveen,Netherlands,Netherlands,bat,Scotland,Scotland won by 7 wickets (with 14 balls remaining),,"['60461', '71363', '48111', '63105', '66041', '101548', '55246', '93293', '97878', '56854', '48503']","['72409', '46048', '48469', '49112', '77237', '60303', '60198', '60201', '71959', '59616', '70837']",[]
"NL T20I Tri Series Ireland, Netherlands, Scotland - 2018 (2018)",20-06-2018,Scotland,221,3,8,Netherlands,106,9,12,Amstelveen,Netherlands,Scotland,bat,Scotland,Scotland won by 115 runs,,"['46048', '72409', '60303', '48469', '49112', '77237', '60198', '60201', '71959', '59616', '76927']","['60461', '63105', '48111', '93293', '101548', '48503', '55246', '73615', '56854', '97878', '66040']",[]
India tour of England  - 2018 (2018),27-06-2018,India,208,5,10,Ireland,132,9,3,Dublin,Ireland,Ireland,bowl,India,India won by 76 runs,67609,"['48405', '15887', '15716', '7593', '70633', '49752', '51454', '54282', '67609', '70640', '61325']","['52631', '52639', '52628', '91741', '47401', '47397', '60195', '53129', '56811', '47056', '65913']",[]
AUS in ENG  - 2018 (2018),27-06-2018,England,221,5,3,Australia,193,10,6,Birmingham,England,Australia,bowl,England,England won by 28 runs,49427,"['52290', '53271', '47055', '49532', '52656', '52161', '46597', '53121', '45443', '51421', '49427']","['53268', '35812', '54222', '66190', '54314', '54212', '64929', '62500', '50709', '68884', '66371']",['68884']
India tour of England  - 2018 (2018),29-06-2018,India,213,4,12,Ireland,70,10,3,Dublin,Ireland,Ireland,bowl,India,India won by 143 runs,60530,"['60530', '49752', '15716', '48405', '51454', '70633', '8813', '67609', '54283', '58274', '61325']","['52631', '52639', '47403', '52628', '47401', '47397', '91741', '60195', '56811', '47056', '65913']",['54283']
"ZIM T20 Tri Series Australia, Pakistan, Zimbabwe - 2018 (2018)",01-07-2018,Pakistan,182,4,10,Zimbabwe,108,9,4,Harare,Zimbabwe,Zimbabwe,bowl,Pakistan,Pakistan won by 74 runs,64412,"['19647', '65101', '70856', '48983', '8270', '64412', '72679', '84937', '56883', '72719', '74145']","['51444', '47619', '10423', '69878', '55144', '45252', '64447', '49271', '80845', '47767', '55140']","['47767', '69878']"
"ZIM T20 Tri Series Australia, Pakistan, Zimbabwe - 2018 (2018)",02-07-2018,Pakistan,116,10,5,Australia,117,1,14,Harare,Zimbabwe,Australia,bowl,Australia,Australia won by 9 wickets (with 55 balls remaining),66371,"['19647', '65101', '70856', '48983', '8270', '64412', '84937', '72679', '56883', '72719', '74145']","['53268', '35812', '66190', '54222', '55245', '54212', '54314', '64929', '62500', '77669', '66371']",[]
"ZIM T20 Tri Series Australia, Pakistan, Zimbabwe - 2018 (2018)",03-07-2018,Australia,229,2,10,Zimbabwe,129,9,9,Harare,Zimbabwe,Zimbabwe,bowl,Australia,Australia won by 100 runs,35812,"['35812', '53268', '54222', '54212', '66190', '55245', '54314', '64929', '62500', '77669', '66371']","['47619', '51444', '10423', '69878', '55144', '45252', '64447', '49271', '47210', '80845', '47767']",[]
India tour of England  - 2018 (2018),03-07-2018,England,159,8,7,India,163,2,6,Manchester,England,India,bowl,India,India won by 8 wickets (with 10 balls remaining),67609,"['52290', '53271', '49532', '47055', '52161', '52656', '46597', '53121', '51421', '45443', '49427']","['15887', '48405', '60530', '49752', '15716', '7593', '70633', '61325', '67609', '54282', '58274']",[]
"ZIM T20 Tri Series Australia, Pakistan, Zimbabwe - 2018 (2018)",04-07-2018,Zimbabwe,162,4,4,Pakistan,163,3,6,Harare,Zimbabwe,Pakistan,bowl,Pakistan,Pakistan won by 7 wickets (with 5 balls remaining),51444,"['49282', '51444', '10423', '69878', '45252', '48205', '55144', '49271', '47210', '67884', '80845']","['65101', '53639', '70856', '48983', '8270', '64412', '84937', '72679', '56883', '72719', '51498']",[]
"ZIM T20 Tri Series Australia, Pakistan, Zimbabwe - 2018 (2018)",05-07-2018,Pakistan,194,7,6,Australia,149,7,7,Harare,Zimbabwe,Australia,bowl,Pakistan,Pakistan won by 45 runs,65101,"['65101', '53639', '70856', '48983', '8270', '64412', '72679', '84937', '51498', '74145', '95855']","['53268', '35812', '66190', '54222', '55245', '54212', '54314', '64929', '62500', '77669', '66371']",[]
"ZIM T20 Tri Series Australia, Pakistan, Zimbabwe - 2018 (2018)",06-07-2018,Zimbabwe,151,9,9,Australia,154,5,12,Harare,Zimbabwe,Zimbabwe,bat,Australia,Australia won by 5 wickets (with 1 ball remaining),62500,"['49282', '51444', '10423', '69878', '55144', '45252', '48205', '59384', '79663', '67884', '80845']","['35812', '54314', '66190', '54222', '55245', '54212', '64929', '67876', '62500', '77669', '66371']","['79663', '67876']"
India tour of England  - 2018 (2018),06-07-2018,India,148,5,9,England,149,5,5,Cardiff,England,England,bowl,England,England won by 5 wickets (with 2 balls remaining),49532,"['48405', '15887', '60530', '49752', '15716', '7593', '70633', '61325', '67609', '54282', '58274']","['52290', '53271', '52656', '49532', '47055', '52161', '53121', '51421', '45443', '49427', '60218']",['60218']
"ZIM T20 Tri Series Australia, Pakistan, Zimbabwe - 2018 (2018)",08-07-2018,Australia,183,8,8,Pakistan,187,4,8,Harare,Zimbabwe,Australia,bat,Pakistan,Pakistan won by 6 wickets (with 4 balls remaining),65101,"['53268', '35812', '54222', '54212', '66190', '54314', '64929', '67876', '62500', '77669', '66371']","['65101', '71619', '70856', '48983', '8270', '64412', '72679', '84937', '51498', '72719', '95855']",['71619']
India tour of England  - 2018 (2018),08-07-2018,England,198,9,5,India,201,3,1,Bristol,England,India,bowl,India,India won by 7 wickets (with 8 balls remaining),48405,"['52290', '53271', '49532', '47055', '53320', '52161', '53121', '51421', '45443', '49427', '60218']","['48405', '15887', '60530', '49752', '70633', '15716', '7593', '62022', '58274', '61325', '54283']",['62022']
"MCC-TRI-2020 Marylebone Cricket Club, Nepal, Netherlands in England - 2018 (2018)",29-07-2018,Netherlands,174,4,4,Nepal,,,,London,England,Nepal,bowl,,No result,,"['60461', '71363', '48111', '45358', '58594', '101548', '48503', '73615', '63202', '56854', '97878']","['94921', '49179', '47455', '74677', '79281', '74675', '24689', '79527', '89165', '84063', '47457']","['74677', '94921', '79281', '79281', '63202', '84063', '84063']"
Bangladesh in WI and USA  - 2018 (2018),31-07-2018,Bangladesh,143,9,12,West Indies,93,3,8,Basseterre,West Indies,West Indies,bowl,West Indies,West Indies won by 7 wickets (with 11 balls remaining) (DLS method),51012,"['48391', '61619', '66691', '48277', '47986', '47352', '50468', '70877', '62002', '52364', '54674']","['47602', '61413', '51012', '10238', '80425', '47111', '62457', '53434', '45772', '72509', '62138']",[]
WI in USA  - 2018 (2018),04-08-2018,Bangladesh,171,5,4,West Indies,159,9,10,Lauderhill,United States of America,West Indies,bowl,Bangladesh,Bangladesh won by 12 runs,48391,"['66691', '48391', '47986', '61619', '48277', '47352', '50468', '62002', '67278', '52364', '54674']","['47602', '61413', '51012', '10238', '47111', '80425', '62457', '53434', '72509', '62138', '45772']",[]
Bangladesh in WI and USA  - 2018 (2018),05-08-2018,Bangladesh,184,5,11,West Indies,135,7,12,Lauderhill,United States of America,Bangladesh,bat,Bangladesh,Bangladesh won by 19 runs (DLS method),66691,"['66691', '48391', '61619', '47986', '48277', '47352', '50468', '62002', '67278', '52364', '54674']","['53429', '47602', '10238', '80425', '47111', '51012', '62457', '53434', '72509', '62138', '45772']",[]
SA in SL  - 2018 (2018),14-08-2018,South Africa,98,10,8,Sri Lanka,99,7,5,Colombo,Sri Lanka,South Africa,bat,Sri Lanka,Sri Lanka won by 3 wickets (with 24 balls remaining),62760,"['58406', '9952', '50416', '45222', '61634', '53891', '66859', '67296', '67090', '66941', '58408']","['52373', '70888', '52371', '62760', '47023', '61690', '49193', '68065', '54460', '61115', '64698']",[]
AFG in IRELAND  - 2018 (2018),20-08-2018,Afghanistan,160,7,10,Ireland,144,9,5,Bready,Ireland,Ireland,bowl,Afghanistan,Afghanistan won by 16 runs,,"['60436', '79157', '53809', '65861', '46888', '53605', '74913', '79159', '61857', '67750', '90165']","['52631', '60195', '47403', '47397', '47401', '52628', '91741', '56811', '85975', '67887', '65913']",[]
AFG in IRELAND  - 2018 (2018),22-08-2018,Afghanistan,160,8,4,Ireland,79,10,1,Bready,Ireland,Afghanistan,bat,Afghanistan,Afghanistan won by 81 runs,,"['60436', '79157', '53605', '53809', '57628', '46888', '65861', '79159', '61857', '67750', '90165']","['52631', '60195', '47403', '52628', '47401', '47397', '91741', '56811', '85975', '47056', '65913']",[]
ZIM in SA  - 2018 (2018/19),09-10-2018,South Africa,160,6,12,Zimbabwe,126,10,8,East London,South Africa,South Africa,bat,South Africa,South Africa won by 34 runs,19422,"['58406', '58650', '46933', '55398', '53891', '48815', '66859', '67090', '19422', '66941', '58408']","['47619', '10423', '45253', '69878', '47206', '55144', '45252', '49271', '79663', '55140', '47210']","['58650', '55398']"
ZIM in SA  - 2018 (2018/19),12-10-2018,Zimbabwe,132,7,4,South Africa,135,4,10,Potchefstroom,South Africa,Zimbabwe,bat,South Africa,South Africa won by 6 wickets (with 26 balls remaining),54444,"['10423', '51444', '45253', '69878', '47206', '55144', '45252', '49271', '79663', '55140', '47210']","['55398', '58406', '46933', '45222', '61634', '53891', '66859', '48088', '54444', '66941', '58408']",[]
Pakistan v Australia  - 2018 (2018/19),22-10-2018,U.A.E.,117,6,6,Australia,119,3,2,Abu Dhabi,United Arab Emirates,U.A.E.,bat,Australia,Australia won by 7 wickets (with 23 balls remaining),53268,"['48131', '66416', '53033', '48747', '45742', '88707', '66386', '101476', '58886', '87643', '49463']","['53268', '35812', '54340', '54222', '70392', '54314', '64929', '49958', '62500', '58435', '66371']","['101476', '101476', '48131', '70392', '66416', '66416']"
Pakistan v Australia  - 2018 (2018/19),24-10-2018,Pakistan,155,8,5,Australia,89,10,4,Abu Dhabi,United Arab Emirates,Australia,bowl,Pakistan,Pakistan won by 66 runs,48982,"['65101', '56880', '19647', '64412', '70856', '72679', '48983', '84937', '48982', '72719', '95855']","['35812', '53268', '54340', '54222', '70392', '54314', '64929', '49958', '58435', '62500', '66371']",[]
Pakistan v Australia  - 2018 (2018/19),26-10-2018,Pakistan,147,6,10,Australia,136,8,18,Dubai,United Arab Emirates,Pakistan,bat,Pakistan,Pakistan won by 11 runs,48982,"['56880', '65101', '19647', '8270', '64412', '72679', '72719', '48982', '48983', '84937', '95855']","['53268', '35812', '54340', '50771', '54222', '54314', '70392', '49958', '62500', '58435', '66371']",[]
ENG in SL  - 2018 (2018/19),27-10-2018,England,187,8,3,Sri Lanka,157,10,11,Colombo,Sri Lanka,Sri Lanka,bowl,England,England won by 30 runs,46925,"['52290', '53271', '49532', '47055', '53320', '46597', '46925', '49427', '45443', '51421', '67312']","['61131', '70888', '52371', '62760', '78233', '49193', '61690', '54460', '61125', '45105', '61115']",['78233']
Pakistan v Australia  - 2018 (2018/19),28-10-2018,Pakistan,150,5,4,Australia,117,10,7,Dubai,United Arab Emirates,Pakistan,bat,Pakistan,Pakistan won by 33 runs,84937,"['56880', '71619', '19647', '8270', '64412', '72679', '48982', '72719', '48983', '84937', '74145']","['54314', '35812', '54340', '70392', '54222', '50771', '53268', '49958', '62500', '58435', '50724']",[]
Pakistan v New Zealand  - 2018 (2018/19),31-10-2018,Pakistan,148,6,5,New Zealand,146,6,3,Abu Dhabi,United Arab Emirates,Pakistan,bat,Pakistan,Pakistan won by 2 runs,19647,"['56880', '71619', '64412', '19647', '48983', '8270', '72679', '48982', '84937', '72719', '95855']","['49106', '80639', '51088', '47231', '44930', '51057', '70695', '49108', '62153', '67586', '69539']",['69539']
Pakistan v New Zealand  - 2018 (2018/19),02-11-2018,New Zealand,153,7,5,Pakistan,154,4,8,Dubai,United Arab Emirates,New Zealand,bat,Pakistan,Pakistan won by 6 wickets (with 2 balls remaining),95855,"['49106', '80639', '51088', '47231', '44930', '51057', '70695', '49108', '62153', '67586', '69539']","['65101', '56880', '64412', '19647', '8270', '48983', '72679', '48982', '84937', '72719', '95855']",[]
